bike_id,start_time,age,month,start_station,end_station
26301,2018-03-14T15:48:13Z,45,3,3211,3275
26301,2018-03-15T12:41:33Z,36,3,3275,3183
26301,2018-03-15T16:27:07Z,32,3,3183,3213
26301,2018-03-16T10:49:11Z,56,3,3213,3272
26301,2018-03-16T11:04:35Z,62,3,3272,3205
26301,2018-03-18T14:35:01Z,38,3,3205,3275
26301,2018-03-18T22:58:13Z,29,3,3275,3275
26301,2018-03-19T02:19:25Z,29,3,3275,3214
26301,2018-03-19T20:40:51Z,24,3,3214,3185
26301,2018-03-19T23:56:42Z,30,3,3186,3203
26301,2018-03-20T00:25:45Z,45,3,3203,3203
26301,2018-03-20T11:50:33Z,52,3,3203,3639
26301,2018-03-20T22:05:34Z,42,3,3639,3202
26301,2018-03-20T22:14:29Z,28,3,3202,3639
26301,2018-03-21T01:15:12Z,47,3,3639,3199
26301,2018-03-23T01:18:03Z,49,3,3199,3272
26301,2018-03-23T01:57:08Z,29,3,3272,3269
26301,2018-03-23T12:08:14Z,35,3,3269,3186
26301,2018-03-23T20:56:05Z,52,3,3186,3205
26301,2018-03-25T12:12:14Z,30,3,3205,3211
26301,2018-03-26T00:43:30Z,30,3,3211,3205
26301,2018-03-26T12:39:19Z,42,3,3205,3186
26301,2018-03-26T16:42:10Z,41,3,3269,3216
26301,2018-04-13T13:29:19Z,32,4,3272,3214
26301,2018-04-13T18:05:26Z,38,4,3214,3209
26301,2018-04-13T23:57:59Z,28,4,3209,3209
26301,2018-04-14T02:11:45Z,24,4,3209,3213
26301,2018-04-14T13:40:59Z,59,4,3213,3183
26301,2018-04-14T18:24:43Z,32,4,3183,3203
26301,2018-04-14T19:39:11Z,41,4,3203,3184
26301,2018-04-14T19:56:00Z,29,4,3184,3183
26301,2018-04-14T20:14:08Z,36,4,3183,3220
26301,2018-04-19T00:39:00Z,39,4,3220,3207
26301,2018-04-19T16:05:15Z,58,4,3207,3195
26301,2018-04-19T23:47:27Z,46,4,3195,3194
26301,2018-04-20T19:13:13Z,26,4,3194,3195
26301,2018-04-20T23:59:32Z,33,4,3195,3280
26301,2018-04-21T21:20:45Z,54,4,3280,3195
26301,2018-04-22T00:41:17Z,30,4,3195,3280
26301,2018-04-22T13:33:58Z,30,4,3280,3194
26301,2018-04-22T13:42:45Z,30,4,3194,3185
26301,2018-04-22T17:07:24Z,31,4,3185,3276
26301,2018-04-22T18:36:17Z,32,4,3276,3186
26301,2018-04-22T20:28:54Z,49,4,3186,3184
26301,2018-04-23T15:48:32Z,37,4,3184,3184
26301,2018-04-23T17:43:41Z,45,4,3184,3183
26301,2018-04-23T21:37:46Z,32,4,3183,3275
26301,2018-04-24T00:20:01Z,33,4,3275,3681
26301,2018-04-24T03:07:17Z,24,4,3183,3276
26301,2018-04-24T10:09:19Z,38,4,3276,3186
26301,2018-04-24T12:08:54Z,40,4,3203,3186
26301,2018-04-24T15:09:48Z,36,4,3278,3186
26301,2018-04-24T22:58:52Z,32,4,3186,3279
26301,2018-04-25T11:11:13Z,41,4,3279,3186
26301,2018-04-25T23:43:05Z,32,4,3275,3199
26301,2018-04-26T12:19:25Z,38,4,3199,3202
26301,2018-04-26T15:07:25Z,32,4,3202,3199
26301,2018-04-26T17:53:35Z,38,4,3199,3202
26301,2018-04-26T21:25:09Z,34,4,3202,3183
26301,2018-04-26T22:11:40Z,30,4,3183,3276
26301,2018-04-27T13:21:51Z,36,4,3276,3638
26301,2018-05-08T02:21:06Z,65,5,3195,3280
26301,2018-05-08T14:13:56Z,65,5,3280,3195
26301,2018-05-08T21:56:41Z,34,5,3195,3193
26301,2018-05-10T10:31:19Z,34,5,3193,3195
26301,2018-05-10T22:03:14Z,34,5,3195,3210
26301,2018-05-11T14:57:29Z,40,5,3210,3640
26301,2018-05-11T21:58:45Z,32,5,3640,3212
26301,2018-05-12T22:02:32Z,22,5,3212,3187
26301,2018-05-17T11:30:52Z,26,5,3187,3199
26301,2018-05-18T02:32:56Z,32,5,3199,3199
26301,2018-05-18T21:43:35Z,41,5,3199,3199
26301,2018-05-20T15:10:31Z,24,5,3199,3638
26301,2018-05-20T15:39:14Z,29,5,3638,3638
26301,2018-05-20T15:51:39Z,29,5,3638,3202
26301,2018-05-20T16:02:04Z,69,5,3202,3639
26301,2018-05-20T17:41:58Z,26,5,3639,3209
26301,2018-05-21T00:05:31Z,29,5,3209,3186
26301,2018-05-21T00:25:21Z,56,5,3186,3213
26301,2018-05-21T10:39:53Z,48,5,3213,3186
26301,2018-05-23T12:53:31Z,31,5,3276,3183
26301,2018-05-23T21:38:44Z,41,5,3186,3269
26301,2018-05-24T11:52:22Z,31,5,3269,3273
26301,2018-05-24T12:26:33Z,38,5,3273,3183
26301,2018-05-25T13:16:08Z,54,5,3213,3183
26301,2018-05-25T17:07:01Z,23,5,3213,3184
26301,2018-05-25T18:11:15Z,49,5,3184,3267
26301,2018-05-25T18:26:27Z,28,5,3267,3183
26301,2018-05-25T19:23:39Z,24,5,3183,3267
26301,2018-05-26T14:34:38Z,28,5,3267,3184
26301,2018-05-26T16:06:09Z,40,5,3184,3184
26301,2018-05-26T22:03:25Z,40,5,3184,3192
26301,2018-05-26T23:02:23Z,40,5,3192,3184
26301,2018-05-28T18:14:29Z,49,5,3184,3183
26301,2018-05-28T19:28:06Z,27,5,3183,3638
26301,2018-05-29T19:35:23Z,44,5,3206,3199
26301,2018-05-30T00:56:45Z,26,5,3199,3203
26301,2018-05-30T12:00:57Z,42,5,3203,3186
26301,2018-05-30T13:25:45Z,28,5,3270,3202
26301,2018-05-30T17:49:21Z,38,5,3202,3639
26301,2018-05-31T11:58:54Z,29,5,3639,3183
26301,2018-05-31T23:49:55Z,38,5,3269,3205
26301,2018-06-04T14:23:44Z,33,6,3677,3195
26301,2018-06-04T22:47:50Z,40,6,3195,3280
26301,2018-06-05T11:41:53Z,35,6,3280,3195
26301,2018-06-05T23:26:19Z,49,6,3195,3194
26301,2018-06-06T03:36:00Z,25,6,3194,3679
26301,2018-06-06T12:46:54Z,26,6,3679,3195
26301,2018-06-06T23:11:01Z,31,6,3195,3210
26301,2018-06-07T12:27:48Z,28,6,3210,3210
26301,2018-06-07T12:47:03Z,33,6,3210,3640
26301,2018-06-07T16:43:20Z,49,6,3640,3206
26301,2018-06-07T18:13:26Z,31,6,3206,3210
26301,2018-06-08T14:04:27Z,49,6,3210,3211
26301,2018-06-09T01:17:19Z,25,6,3211,3202
26301,2018-06-09T02:06:55Z,37,6,3202,3203
26301,2018-06-09T02:30:54Z,25,6,3203,3209
26301,2018-06-09T17:06:03Z,22,6,3209,3186
26301,2018-06-09T17:16:52Z,33,6,3186,3276
26301,2018-06-09T21:49:44Z,49,6,3276,3203
26301,2018-06-10T19:34:16Z,32,6,3203,3201
26301,2018-06-14T01:21:43Z,23,6,3206,3225
26301,2018-06-14T09:28:39Z,23,6,3225,3183
26301,2018-06-15T00:13:16Z,62,6,3183,3203
26301,2018-06-15T12:26:37Z,34,6,3203,3186
26301,2018-06-16T00:37:46Z,58,6,3186,3270
26301,2018-06-16T13:43:52Z,57,6,3270,3186
26301,2018-06-16T17:42:55Z,37,6,3186,3270
26301,2018-06-16T22:30:02Z,49,6,3270,3198
26301,2018-06-16T23:16:33Z,27,6,3198,3202
26301,2018-06-16T23:40:09Z,29,6,3202,3220
26301,2018-06-17T00:47:09Z,27,6,3220,3198
26301,2018-06-17T20:22:57Z,49,6,3198,3196
26301,2018-06-18T11:40:26Z,29,6,3196,3198
26301,2018-06-18T11:54:44Z,62,6,3198,3281
26301,2018-06-18T12:06:00Z,42,6,3281,3183
26301,2018-06-18T15:28:26Z,51,6,3267,3213
26301,2018-06-18T15:38:14Z,41,6,3213,3186
26301,2018-06-18T21:23:26Z,37,6,3186,3209
26301,2018-06-19T11:18:32Z,29,6,3209,3186
26301,2018-06-19T12:27:02Z,30,6,3267,3275
26301,2018-06-19T12:37:05Z,32,6,3275,3214
26301,2018-06-22T12:18:22Z,37,6,3267,3186
26301,2018-06-22T16:09:53Z,36,6,3213,3214
26301,2018-06-25T22:16:34Z,32,6,3214,3186
26301,2018-06-25T22:59:58Z,38,6,3186,3276
26301,2018-06-26T21:21:22Z,48,6,3276,3186
26301,2018-06-26T21:43:25Z,53,6,3186,3276
26301,2018-06-27T12:11:50Z,53,6,3276,3184
26301,2018-06-27T16:54:40Z,49,6,3184,3184
26301,2018-06-27T20:37:28Z,35,6,3184,3267
26301,2018-06-27T22:57:18Z,26,6,3183,3639
26301,2018-06-28T00:34:20Z,49,6,3639,3186
26301,2018-06-28T00:43:20Z,34,6,3186,3213
26301,2018-06-28T12:51:56Z,56,6,3213,3186
26301,2018-06-28T22:52:48Z,31,6,3184,3276
26301,2018-06-28T23:53:55Z,27,6,3276,3276
26301,2018-06-29T13:15:59Z,31,6,3276,3186
26301,2018-06-30T04:40:17Z,26,6,3186,3270
26301,2018-06-30T11:24:48Z,26,6,3270,3186
26301,2018-06-30T16:30:09Z,53,6,3186,3273
26301,2018-06-30T18:13:52Z,29,6,3273,3203
26301,2018-07-01T16:15:16Z,62,7,3203,3273
26301,2018-07-01T16:49:32Z,47,7,3273,3199
26301,2018-07-01T20:43:51Z,37,7,3199,3267
26301,2018-07-01T21:33:54Z,34,7,3267,3187
26301,2018-07-02T10:12:21Z,49,7,3187,3183
26301,2018-07-02T12:27:53Z,63,7,3267,3183
26301,2018-07-02T20:01:14Z,26,7,3678,3195
26301,2018-07-02T21:37:00Z,34,7,3195,3678
26301,2018-07-03T00:54:15Z,31,7,3195,3280
26301,2018-07-04T15:18:57Z,63,7,3267,3211
26301,2018-07-04T18:05:49Z,59,7,3211,3187
26301,2018-07-05T09:24:30Z,31,7,3187,3203
26301,2018-07-05T12:53:37Z,44,7,3203,3186
26301,2018-07-05T14:38:34Z,25,7,3267,3186
26301,2018-07-06T00:20:56Z,35,7,3186,3203
26301,2018-07-06T12:07:50Z,32,7,3203,3186
26301,2018-07-06T13:30:36Z,50,7,3203,3186
26301,2018-07-06T15:34:21Z,45,7,3679,3195
26301,2018-07-06T19:03:01Z,58,7,3195,3280
26301,2018-07-10T17:26:19Z,58,7,3280,3268
26301,2018-07-10T18:46:59Z,58,7,3268,3194
26301,2018-07-11T12:11:09Z,48,7,3194,3195
26301,2018-07-11T12:48:56Z,49,7,3195,3639
26301,2018-07-11T16:24:00Z,42,7,3639,3272
26301,2018-07-11T23:40:47Z,50,7,3272,3203
26301,2018-07-12T00:13:02Z,36,7,3203,3272
26301,2018-07-12T00:17:56Z,36,7,3272,3213
26301,2018-07-12T01:06:35Z,59,7,3213,3272
26301,2018-07-12T04:46:52Z,39,7,3272,3269
26301,2018-07-12T12:27:52Z,34,7,3269,3186
26301,2018-07-12T13:00:24Z,43,7,3270,3186
26301,2018-07-12T13:21:17Z,44,7,3278,3278
26301,2018-07-12T13:22:38Z,44,7,3278,3205
26301,2018-07-12T20:04:34Z,49,7,3205,3276
26301,2018-07-12T21:04:32Z,49,7,3276,3213
26301,2018-07-12T22:02:26Z,29,7,3213,3206
26301,2018-07-12T23:08:39Z,26,7,3206,3212
26301,2018-07-13T13:07:42Z,30,7,3212,3198
26301,2018-07-13T20:38:33Z,49,7,3198,3198
26301,2018-07-15T23:19:07Z,49,7,3198,3185
26301,2018-07-16T04:07:57Z,56,7,3185,3481
26301,2018-07-16T11:53:14Z,49,7,3481,3638
26301,2018-07-16T15:49:06Z,49,7,3638,3481
26301,2018-07-16T20:27:31Z,33,7,3481,3199
26301,2018-07-16T22:07:40Z,31,7,3199,3202
26301,2018-07-16T22:27:59Z,43,7,3202,3203
26301,2018-07-17T15:53:20Z,24,7,3194,3679
26301,2018-07-18T11:05:12Z,24,7,3679,3213
26301,2018-07-18T12:19:06Z,30,7,3213,3186
26301,2018-07-18T21:58:34Z,29,7,3186,3481
26301,2018-07-19T12:31:25Z,28,7,3481,3202
26301,2018-07-19T22:43:50Z,26,7,3269,3272
26301,2018-07-19T22:58:28Z,26,7,3272,3278
26301,2018-07-19T23:25:21Z,30,7,3278,3183
26301,2018-07-20T01:14:57Z,37,7,3183,3183
26301,2018-07-20T02:36:04Z,40,7,3183,3192
26301,2018-07-20T03:17:07Z,28,7,3192,3183
26301,2018-07-20T03:31:04Z,49,7,3183,3214
26301,2018-07-20T12:38:28Z,39,7,3214,3183
26301,2018-07-20T23:02:26Z,42,7,3183,3187
26301,2018-07-20T23:30:38Z,46,7,3187,3183
26301,2018-07-21T00:23:46Z,28,7,3183,3187
26301,2018-07-21T01:50:48Z,25,7,3187,3186
26301,2018-07-21T02:33:08Z,61,7,3186,3481
26301,2018-07-21T13:58:42Z,40,7,3481,3184
26301,2018-07-21T17:27:41Z,25,7,3184,3214
26301,2018-07-21T23:27:58Z,34,7,3186,3279
26301,2018-07-22T12:52:10Z,32,7,3279,3213
26301,2018-07-23T22:50:14Z,32,7,3213,3225
26301,2018-07-24T12:24:23Z,24,7,3225,3183
26301,2018-07-24T14:12:38Z,32,7,3203,3186
26301,2018-07-25T11:40:29Z,32,7,3207,3640
26301,2018-07-26T01:12:07Z,39,7,3640,3207
26301,2018-07-26T11:53:36Z,36,7,3207,3202
26301,2018-07-26T13:57:06Z,31,7,3278,3186
26301,2018-07-26T15:41:16Z,55,7,3211,3206
26301,2018-07-26T17:01:41Z,55,7,3206,3211
26301,2018-07-26T23:37:50Z,45,7,3211,3206
26301,2018-07-27T14:04:59Z,49,7,3206,3279
26301,2018-07-27T14:23:17Z,31,7,3279,3186
26301,2018-07-27T16:32:18Z,32,7,3225,3206
26301,2018-07-29T19:35:50Z,30,7,3206,3203
26301,2018-07-30T11:58:52Z,45,7,3203,3186
26301,2018-07-30T22:47:55Z,44,7,3186,3269
26301,2018-07-30T23:52:21Z,34,7,3186,3213
26301,2018-07-31T01:09:59Z,29,7,3213,3277
26301,2018-07-31T21:56:41Z,32,7,3277,3199
26301,2018-08-01T03:07:11Z,26,7,3199,3275
26301,2018-08-01T13:36:19Z,42,8,3275,3638
26301,2018-08-01T21:42:21Z,37,8,3638,3639
26301,2018-08-01T21:56:49Z,40,8,3639,3186
26301,2018-08-01T22:13:56Z,37,8,3186,3279
26301,2018-08-01T22:44:35Z,49,8,3279,3211
26301,2018-08-01T23:55:30Z,38,8,3211,3202
26301,2018-08-02T00:43:51Z,40,8,3202,3187
26301,2018-08-02T01:49:31Z,30,8,3187,3187
26301,2018-08-02T09:24:22Z,31,8,3187,3277
26301,2018-08-02T10:59:19Z,34,8,3277,3186
26301,2018-08-02T12:04:55Z,48,8,3270,3273
26301,2018-08-03T02:49:55Z,33,8,3273,3278
26301,2018-08-03T10:21:35Z,33,8,3278,3186
26301,2018-08-03T11:52:16Z,25,8,3207,3202
26301,2018-08-03T13:15:21Z,26,8,3270,3211
26301,2018-08-03T13:21:07Z,41,8,3211,3186
26301,2018-08-03T17:41:45Z,49,8,3186,3276
26301,2018-08-03T19:54:15Z,27,8,3276,3187
26301,2018-08-03T22:20:06Z,29,8,3187,3209
26301,2018-08-03T23:09:19Z,29,8,3209,3203
26301,2018-08-03T23:35:01Z,38,8,3203,3272
26301,2018-08-05T13:34:52Z,29,8,3207,3269
26301,2018-08-06T12:22:10Z,32,8,3269,3186
26301,2018-08-06T13:02:16Z,29,8,3186,3183
26301,2018-08-06T17:43:37Z,44,8,3203,3211
26301,2018-08-06T18:38:54Z,30,8,3211,3205
26301,2018-08-06T23:44:49Z,27,8,3186,3276
26301,2018-08-07T00:27:06Z,33,8,3183,3267
26301,2018-08-07T10:31:37Z,35,8,3267,3183
26301,2018-08-07T12:37:00Z,62,8,3272,3186
26301,2018-08-07T21:53:21Z,29,8,3186,3213
26301,2018-08-08T00:25:54Z,32,8,3195,3212
26301,2018-08-09T12:27:03Z,27,8,3212,3640
26301,2018-08-09T23:55:59Z,28,8,3640,3212
26301,2018-08-10T13:48:26Z,29,8,3212,3186
26301,2018-08-10T22:04:10Z,28,8,3186,3267
26301,2018-08-11T00:33:56Z,61,8,3639,3186
26301,2018-08-11T00:54:30Z,28,8,3186,3278
26301,2018-08-12T01:03:42Z,40,8,3278,3203
26301,2018-08-12T03:13:51Z,30,8,3203,3273
26301,2018-08-12T03:50:15Z,29,8,3273,3203
26301,2018-08-12T15:03:57Z,41,8,3203,3184
26301,2018-08-12T16:00:17Z,33,8,3184,3267
26301,2018-08-12T16:50:56Z,49,8,3267,3184
26301,2018-08-12T18:25:37Z,54,8,3184,3276
26301,2018-08-12T19:26:41Z,31,8,3276,3185
26301,2018-08-13T00:32:11Z,40,8,3185,3186
26301,2018-08-13T11:31:02Z,49,8,3267,3184
26301,2018-08-13T20:34:54Z,35,8,3184,3185
26301,2018-08-13T22:53:03Z,34,8,3185,3185
26301,2018-08-14T02:29:19Z,22,8,3185,3279
26301,2018-08-14T13:18:14Z,38,8,3279,3185
26301,2018-08-14T15:17:47Z,30,8,3185,3481
26301,2018-08-14T15:41:48Z,30,8,3481,3185
26301,2018-08-14T16:19:34Z,45,8,3185,3273
26301,2018-08-14T17:14:59Z,50,8,3273,3220
26301,2018-08-16T00:58:46Z,28,8,3640,3210
26301,2018-08-16T14:55:39Z,37,8,3210,3638
26301,2018-08-16T18:00:05Z,36,8,3638,3639
26301,2018-08-16T20:14:11Z,28,8,3639,3202
26301,2018-08-16T20:53:55Z,36,8,3202,3207
26301,2018-08-17T12:23:39Z,36,8,3207,3202
26301,2018-08-17T20:47:32Z,25,8,3202,3214
26301,2018-08-17T21:37:36Z,38,8,3214,3269
26301,2018-08-18T17:44:41Z,33,8,3269,3211
26301,2018-08-18T18:24:02Z,40,8,3211,3270
26301,2018-08-18T21:15:08Z,49,8,3270,3213
26301,2018-08-20T12:48:52Z,31,8,3213,3214
26301,2018-08-21T14:25:02Z,29,8,3214,3183
26301,2018-08-21T21:59:56Z,28,8,3183,3267
26301,2018-08-22T09:54:13Z,57,8,3267,3184
26301,2018-08-22T10:43:00Z,37,8,3184,3202
26301,2018-08-22T21:20:35Z,26,8,3187,3278
26301,2018-08-22T22:40:17Z,53,8,3639,3186
26301,2018-08-22T22:48:23Z,36,8,3186,3211
26301,2018-08-22T23:30:36Z,49,8,3211,3638
26301,2018-08-22T23:58:49Z,49,8,3638,3272
26301,2018-08-23T00:22:48Z,30,8,3272,3185
26301,2018-08-23T00:58:28Z,26,8,3185,3267
26301,2018-08-23T01:48:07Z,26,8,3186,3276
26301,2018-08-23T10:51:09Z,29,8,3276,3269
26301,2018-08-23T12:18:47Z,32,8,3269,3186
26301,2018-08-23T22:05:16Z,41,8,3186,3203
26301,2018-08-24T12:53:24Z,41,8,3203,3273
26301,2018-08-24T19:14:16Z,46,8,3273,3270
26301,2018-08-25T15:27:09Z,32,8,3270,3184
26301,2018-08-25T17:36:56Z,49,8,3187,3184
26301,2018-08-26T23:37:07Z,30,8,3184,3214
26301,2018-08-27T11:24:39Z,38,8,3214,3202
26301,2018-08-27T22:13:02Z,44,8,3183,3214
26301,2018-08-28T01:07:57Z,30,8,3214,3214
26301,2018-08-28T13:44:04Z,41,8,3214,3185
26301,2018-08-28T23:10:36Z,29,8,3185,3269
26301,2018-08-29T11:11:47Z,31,8,3269,3186
26301,2018-08-29T12:21:03Z,29,8,3267,3183
26301,2018-08-29T22:18:11Z,34,8,3276,3186
26301,2018-08-29T22:25:49Z,62,8,3186,3272
26301,2018-08-30T01:16:36Z,35,8,3272,3203
26301,2018-08-30T12:04:08Z,37,8,3203,3186
26301,2018-08-30T17:12:43Z,47,8,3186,3211
26301,2018-08-30T23:00:16Z,31,8,3211,3276
26301,2018-08-31T12:25:09Z,39,8,3276,3183
26301,2018-08-31T16:25:30Z,43,8,3183,3187
26301,2018-08-31T16:37:07Z,30,8,3187,3199
26301,2018-08-31T21:03:39Z,38,8,3199,3199
26301,2018-09-01T03:15:19Z,32,8,3199,3203
26301,2018-09-01T12:04:22Z,33,9,3203,3211
26301,2018-09-02T21:10:17Z,27,9,3211,3211
26301,2018-09-03T01:35:06Z,27,9,3211,3206
26301,2018-09-03T16:29:04Z,49,9,3206,3206
26301,2018-09-06T01:13:59Z,27,9,3206,3212
26301,2018-09-06T12:51:55Z,27,9,3212,3206
26301,2018-09-07T01:27:34Z,28,9,3206,3187
26301,2018-09-07T12:27:03Z,49,9,3187,3639
26301,2018-09-07T12:49:07Z,29,9,3639,3183
26301,2018-09-07T16:44:21Z,35,9,3276,3276
26301,2018-09-07T18:34:03Z,27,9,3276,3681
26301,2018-09-12T11:36:22Z,24,9,3681,3275
26301,2018-09-12T12:13:01Z,67,9,3275,3187
26301,2018-09-12T13:18:46Z,43,9,3187,3183
26301,2018-09-12T20:42:55Z,42,9,3183,3267
26301,2018-09-13T10:23:19Z,24,9,3267,3183
26301,2018-09-13T15:29:34Z,34,9,3267,3183
26301,2018-09-13T16:14:25Z,49,9,3183,3269
26301,2018-09-13T17:29:55Z,33,9,3269,3186
26301,2018-09-13T17:45:02Z,49,9,3186,3205
26301,2018-09-13T23:21:53Z,38,9,3186,3203
26301,2018-09-14T11:42:17Z,30,9,3203,3202
26301,2018-09-14T12:51:03Z,36,9,3269,3186
26301,2018-09-14T19:40:06Z,36,9,3186,3269
26301,2018-09-14T22:22:57Z,34,9,3183,3278
26301,2018-09-15T16:10:50Z,46,9,3278,3273
26301,2018-09-15T19:09:20Z,22,9,3273,3202
26301,2018-09-15T19:14:17Z,28,9,3202,3214
26301,2018-09-16T14:16:38Z,25,9,3214,3183
26301,2018-09-16T21:02:52Z,30,9,3210,3195
26301,2018-09-17T00:01:26Z,24,9,3195,3678
26301,2018-09-17T09:54:05Z,23,9,3678,3195
26301,2018-09-17T21:53:48Z,34,9,3195,3199
26301,2018-09-18T21:37:26Z,35,9,3199,3210
26301,2018-09-18T22:09:35Z,30,9,3210,3195
26301,2018-09-18T22:34:27Z,26,9,3195,3193
26301,2018-09-19T02:02:03Z,36,9,3193,3193
26301,2018-09-23T13:50:38Z,21,9,3679,3195
26301,2018-09-23T14:01:37Z,31,9,3195,3679
26301,2018-09-23T16:33:59Z,40,9,3679,3195
26301,2018-09-23T21:09:11Z,52,9,3195,3194
26301,2018-09-24T10:21:48Z,49,9,3194,3195
26301,2018-09-24T21:49:49Z,37,9,3195,3212
26301,2018-09-26T12:59:39Z,37,9,3212,3195
26301,2018-09-26T23:40:59Z,45,9,3195,3679
26301,2018-09-28T02:07:03Z,40,9,3185,3277
26301,2018-09-29T10:20:42Z,26,9,3277,3276
26301,2018-09-29T12:35:14Z,33,9,3276,3213
26301,2018-09-29T12:47:57Z,26,9,3213,3186
26301,2018-09-29T14:55:39Z,55,9,3186,3183
26301,2018-09-29T19:16:05Z,35,9,3183,3203
26301,2018-10-01T13:34:33Z,32,10,3203,3186
26301,2018-10-01T14:21:54Z,45,10,3186,3203
26301,2018-10-01T17:57:21Z,50,10,3203,3187
26301,2018-10-02T11:36:37Z,42,10,3187,3183
26301,2018-10-02T12:25:58Z,29,10,3267,3183
26301,2018-10-02T21:18:48Z,49,10,3183,3639
26301,2018-10-02T23:47:21Z,34,10,3639,3272
26301,2018-10-03T12:33:06Z,62,10,3272,3186
26301,2018-10-03T21:52:37Z,47,10,3203,3186
26301,2018-10-03T22:06:16Z,39,10,3186,3203
26301,2018-10-04T12:36:17Z,31,10,3203,3639
26301,2018-10-04T18:21:38Z,48,10,3639,3639
26301,2018-10-04T22:00:19Z,32,10,3639,3195
26301,2018-10-04T22:44:27Z,25,10,3195,3184
26301,2018-10-05T02:55:49Z,49,10,3184,3276
26301,2018-10-05T13:04:23Z,31,10,3276,3186
26301,2018-10-07T00:35:39Z,29,10,3279,3183
26301,2018-10-07T03:23:56Z,49,10,3183,3199
26301,2018-10-07T15:30:18Z,32,10,3199,3199
26301,2018-10-07T16:54:39Z,27,10,3199,3638
26301,2018-10-07T17:59:28Z,22,10,3638,3183
26301,2018-10-07T18:57:40Z,31,10,3183,3192
26301,2018-10-07T20:02:10Z,27,10,3192,3192
26301,2018-10-08T13:51:26Z,30,10,3192,3213
26301,2018-10-08T15:20:26Z,41,10,3213,3186
26301,2018-10-08T17:58:36Z,49,10,3186,3186
26301,2018-10-08T20:07:14Z,36,10,3186,3269
26301,2018-10-08T20:17:35Z,25,10,3269,3195
26301,2018-10-08T22:20:20Z,41,10,3195,3194
26301,2018-10-09T12:06:30Z,23,10,3194,3195
26301,2018-10-09T23:27:53Z,44,10,3195,3193
26301,2018-10-10T12:56:06Z,38,10,3193,3206
26301,2018-10-12T14:52:36Z,49,10,3206,3192
26301,2018-10-12T15:45:39Z,28,10,3192,3186
26301,2018-10-12T16:46:25Z,49,10,3186,3203
26301,2018-10-12T17:40:43Z,35,10,3203,3211
26301,2018-10-13T00:34:06Z,38,10,3211,3209
26301,2018-10-14T21:19:18Z,27,10,3209,3209
26301,2018-10-15T01:12:51Z,41,10,3209,3267
26301,2018-10-15T11:17:26Z,45,10,3267,3183
26301,2018-10-15T12:59:49Z,35,10,3267,3183
26301,2018-10-18T21:26:22Z,49,10,3186,3185
26301,2018-10-18T22:12:04Z,46,10,3185,3186
26301,2018-10-18T22:15:32Z,27,10,3186,3276
26301,2018-10-18T22:27:18Z,27,10,3276,3186
26301,2018-10-18T22:41:17Z,33,10,3186,3483
26301,2018-10-19T12:34:35Z,49,10,3483,3278
26301,2018-10-19T12:42:13Z,35,10,3278,3186
26301,2018-10-19T21:11:27Z,33,10,3186,3203
26301,2018-10-19T21:48:59Z,37,10,3203,3186
26301,2018-10-19T21:57:09Z,32,10,3186,3209
26301,2018-10-21T00:51:57Z,32,10,3209,3211
26301,2018-10-21T04:02:57Z,26,10,3211,3203
