bike_id,start_time,start_date,start_month_name,start_day_of_week,start_hour_of_day,hire_duration,stop_time,start_station,start_lat,start_long,end_station,end_lat,end_long,type,birth_year,rider_age,gender
26301,2018-03-07T03:05:39Z,2018-03-06,Mar,Tue,22,579.993000030518s (~9.67 minutes),2018-03-07T03:15:19Z,3207,40.7376037,-74.0524783,3280,40.71928220070702,-74.07126188278198,Subscriber,1990,28,Male
26301,2018-03-08T15:25:57Z,2018-03-08,Mar,Thu,10,2005.39100003243s (~33.42 minutes),2018-03-08T15:59:22Z,3280,40.71928220070702,-74.07126188278198,3640,40.73367,-74.0625,Subscriber,1953,65,Female
26301,2018-03-10T05:27:24Z,2018-03-10,Mar,Sat,0,665.911999940872s (~11.1 minutes),2018-03-10T05:38:30Z,3640,40.73367,-74.0625,3210,40.742677141,-74.051788633,Subscriber,1995,23,Female
26301,2018-03-10T14:08:31Z,2018-03-10,Mar,Sat,9,735.412000179291s (~12.26 minutes),2018-03-10T14:20:46Z,3210,40.742677141,-74.051788633,3186,40.71958611647166,-74.04311746358871,Subscriber,1995,23,Female
26301,2018-03-11T12:57:02Z,2018-03-11,Mar,Sun,8,26046.2990000248s (~7.24 hours),2018-03-11T20:11:08Z,3207,40.7376037,-74.0524783,3211,40.72152515,-74.046304543,Customer,1982,36,Male
26301,2018-03-12T10:58:12Z,2018-03-12,Mar,Mon,6,217.078999996185s (~3.62 minutes),2018-03-12T11:01:49Z,3211,40.72152515,-74.046304543,3213,40.71848892,-74.047726625,Subscriber,1991,27,Male
26301,2018-03-12T11:07:39Z,2018-03-12,Mar,Mon,7,156.104999780655s (~2.6 minutes),2018-03-12T11:10:15Z,3213,40.71848892,-74.047726625,3186,40.71958611647166,-74.04311746358871,Subscriber,1962,56,Female
26301,2018-03-12T12:16:31Z,2018-03-12,Mar,Mon,8,783.481999874115s (~13.06 minutes),2018-03-12T12:29:35Z,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1985,33,Female
26301,2018-03-12T22:00:45Z,2018-03-12,Mar,Mon,18,289.571000099182s (~4.83 minutes),2018-03-12T22:05:35Z,3186,40.71958611647166,-74.04311746358871,3269,40.72601172964625,-74.05038893222809,Subscriber,1986,32,Female
26301,2018-03-13T12:16:25Z,2018-03-13,Mar,Tue,8,311.330000162125s (~5.19 minutes),2018-03-13T12:21:36Z,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1978,40,Male
26301,2018-03-13T20:57:11Z,2018-03-13,Mar,Tue,16,396.998999834061s (~6.62 minutes),2018-03-13T21:03:48Z,3267,40.7124188237569,-74.03852552175522,3186,40.71958611647166,-74.04311746358871,Subscriber,1989,29,Male
26301,2018-03-13T21:45:16Z,2018-03-13,Mar,Tue,17,290.339999914169s (~4.84 minutes),2018-03-13T21:50:06Z,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1977,41,Female
26301,2018-03-13T23:34:40Z,2018-03-13,Mar,Tue,19,326.667000055313s (~5.44 minutes),2018-03-13T23:40:06Z,3203,40.727595966,-74.044247311,3273,40.721650724879986,-74.04288411140442,Subscriber,1975,43,Female
26301,2018-03-14T04:03:39Z,2018-03-14,Mar,Wed,0,245.473999977112s (~4.09 minutes),2018-03-14T04:07:44Z,3273,40.721650724879986,-74.04288411140442,3203,40.727595966,-74.044247311,Subscriber,1978,40,Unknown
26301,2018-03-14T12:21:59Z,2018-03-14,Mar,Wed,8,275.993000030518s (~4.6 minutes),2018-03-14T12:26:35Z,3203,40.727595966,-74.044247311,3186,40.71958611647166,-74.04311746358871,Subscriber,1971,47,Male
26301,2018-03-14T15:48:13Z,2018-03-14,Mar,Wed,11,279.18499994278s (~4.65 minutes),2018-03-14T15:52:52Z,3211,40.72152515,-74.046304543,3275,40.71835519823214,-74.03891444206238,Subscriber,1973,45,Male
26301,2018-03-15T12:41:33Z,2018-03-15,Mar,Thu,8,297.049999952316s (~4.95 minutes),2018-03-15T12:46:30Z,3275,40.71835519823214,-74.03891444206238,3183,40.7162469,-74.0334588,Subscriber,1982,36,Male
26301,2018-03-15T16:27:07Z,2018-03-15,Mar,Thu,12,260.990999937057s (~4.35 minutes),2018-03-15T16:31:28Z,3183,40.7162469,-74.0334588,3213,40.71848892,-74.047726625,Subscriber,1986,32,Male
26301,2018-03-16T10:49:11Z,2018-03-16,Mar,Fri,6,236.230999946594s (~3.94 minutes),2018-03-16T10:53:07Z,3213,40.71848892,-74.047726625,3272,40.72333158646436,-74.04595255851744,Subscriber,1962,56,Male
26301,2018-03-16T11:04:35Z,2018-03-16,Mar,Fri,7,275.796999931335s (~4.6 minutes),2018-03-16T11:09:11Z,3272,40.72333158646436,-74.04595255851744,3205,40.71653978099194,-74.0496379137039,Subscriber,1956,62,Male
26301,2018-03-18T14:35:01Z,2018-03-18,Mar,Sun,10,775.524999856949s (~12.93 minutes),2018-03-18T14:47:56Z,3205,40.71653978099194,-74.0496379137039,3275,40.71835519823214,-74.03891444206238,Subscriber,1980,38,Male
26301,2018-03-18T22:58:13Z,2018-03-18,Mar,Sun,18,897.686999797821s (~14.96 minutes),2018-03-18T23:13:11Z,3275,40.71835519823214,-74.03891444206238,3275,40.71835519823214,-74.03891444206238,Subscriber,1989,29,Male
26301,2018-03-19T02:19:25Z,2018-03-18,Mar,Sun,22,199.611999988556s (~3.33 minutes),2018-03-19T02:22:45Z,3275,40.71835519823214,-74.03891444206238,3214,40.7127742,-74.0364857,Subscriber,1989,29,Male
26301,2018-03-19T20:40:51Z,2018-03-19,Mar,Mon,16,350.272000074387s (~5.84 minutes),2018-03-19T20:46:41Z,3214,40.7127742,-74.0364857,3185,40.7177325,-74.043845,Subscriber,1994,24,Male
26301,2018-03-19T23:56:42Z,2018-03-19,Mar,Mon,19,254.159999847412s (~4.24 minutes),2018-03-20T00:00:56Z,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1988,30,Male
26301,2018-03-20T00:25:45Z,2018-03-19,Mar,Mon,20,139.003999948502s (~2.32 minutes),2018-03-20T00:28:04Z,3203,40.727595966,-74.044247311,3203,40.727595966,-74.044247311,Subscriber,1973,45,Male
26301,2018-03-20T11:50:33Z,2018-03-20,Mar,Tue,7,398.173000097275s (~6.64 minutes),2018-03-20T11:57:11Z,3203,40.727595966,-74.044247311,3639,40.7192517,-74.034234,Subscriber,1966,52,Male
26301,2018-03-20T22:05:34Z,2018-03-20,Mar,Tue,18,409.894999980927s (~6.83 minutes),2018-03-20T22:12:24Z,3639,40.7192517,-74.034234,3202,40.7272235,-74.0337589,Subscriber,1976,42,Male
26301,2018-03-20T22:14:29Z,2018-03-20,Mar,Tue,18,233.371000051498s (~3.89 minutes),2018-03-20T22:18:22Z,3202,40.7272235,-74.0337589,3639,40.7192517,-74.034234,Subscriber,1990,28,Male
26301,2018-03-21T01:15:12Z,2018-03-20,Mar,Tue,21,2839.24699997902s (~47.32 minutes),2018-03-21T02:02:31Z,3639,40.7192517,-74.034234,3199,40.7287448,-74.0321082,Subscriber,1971,47,Male
26301,2018-03-23T01:18:03Z,2018-03-22,Mar,Thu,21,427.453999996185s (~7.12 minutes),2018-03-23T01:25:10Z,3199,40.7287448,-74.0321082,3272,40.72333158646436,-74.04595255851744,Customer,1969,49,Unknown
26301,2018-03-23T01:57:08Z,2018-03-22,Mar,Thu,21,173.201999902725s (~2.89 minutes),2018-03-23T02:00:02Z,3272,40.72333158646436,-74.04595255851744,3269,40.72601172964625,-74.05038893222809,Subscriber,1989,29,Female
26301,2018-03-23T12:08:14Z,2018-03-23,Mar,Fri,8,254.657999992371s (~4.24 minutes),2018-03-23T12:12:29Z,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1983,35,Male
26301,2018-03-23T20:56:05Z,2018-03-23,Mar,Fri,16,310.75s (~5.18 minutes),2018-03-23T21:01:16Z,3186,40.71958611647166,-74.04311746358871,3205,40.71653978099194,-74.0496379137039,Subscriber,1966,52,Male
26301,2018-03-25T12:12:14Z,2018-03-25,Mar,Sun,8,483s (~8.05 minutes),2018-03-25T12:20:17Z,3205,40.71653978099194,-74.0496379137039,3211,40.72152515,-74.046304543,Subscriber,1988,30,Male
26301,2018-03-26T00:43:30Z,2018-03-25,Mar,Sun,20,131.05899977684s (~2.18 minutes),2018-03-26T00:45:41Z,3211,40.72152515,-74.046304543,3205,40.71653978099194,-74.0496379137039,Subscriber,1988,30,Male
26301,2018-03-26T12:39:19Z,2018-03-26,Mar,Mon,8,255.116000175476s (~4.25 minutes),2018-03-26T12:43:34Z,3205,40.71653978099194,-74.0496379137039,3186,40.71958611647166,-74.04311746358871,Subscriber,1976,42,Male
26301,2018-03-26T16:42:10Z,2018-03-26,Mar,Mon,12,1596.70899987221s (~26.61 minutes),2018-03-26T17:08:47Z,3269,40.72601172964625,-74.05038893222809,3216,40.6970299,-74.0969366,Subscriber,1977,41,Male
26301,2018-04-13T13:29:19Z,2018-04-13,Apr,Fri,9,476.72100019455s (~7.95 minutes),2018-04-13T13:37:16Z,3272,40.72333158646436,-74.04595255851744,3214,40.7127742,-74.0364857,Subscriber,1986,32,Female
26301,2018-04-13T18:05:26Z,2018-04-13,Apr,Fri,14,633.938999891281s (~10.57 minutes),2018-04-13T18:16:00Z,3214,40.7127742,-74.0364857,3209,40.7241765,-74.0506564,Subscriber,1980,38,Female
26301,2018-04-13T23:57:59Z,2018-04-13,Apr,Fri,19,806.933000087738s (~13.45 minutes),2018-04-14T00:11:26Z,3209,40.7241765,-74.0506564,3209,40.7241765,-74.0506564,Subscriber,1990,28,Female
26301,2018-04-14T02:11:45Z,2018-04-13,Apr,Fri,22,3007.41499996185s (~50.12 minutes),2018-04-14T03:01:52Z,3209,40.7241765,-74.0506564,3213,40.71848892,-74.047726625,Subscriber,1994,24,Male
26301,2018-04-14T13:40:59Z,2018-04-14,Apr,Sat,9,466.05999994278s (~7.77 minutes),2018-04-14T13:48:45Z,3213,40.71848892,-74.047726625,3183,40.7162469,-74.0334588,Subscriber,1959,59,Female
26301,2018-04-14T18:24:43Z,2018-04-14,Apr,Sat,14,699.580999851227s (~11.66 minutes),2018-04-14T18:36:23Z,3183,40.7162469,-74.0334588,3203,40.727595966,-74.044247311,Subscriber,1986,32,Male
26301,2018-04-14T19:39:11Z,2018-04-14,Apr,Sat,15,707.588000059128s (~11.79 minutes),2018-04-14T19:50:59Z,3203,40.727595966,-74.044247311,3184,40.7141454,-74.0335519,Subscriber,1977,41,Male
26301,2018-04-14T19:56:00Z,2018-04-14,Apr,Sat,15,103.274000167847s (~1.72 minutes),2018-04-14T19:57:43Z,3184,40.7141454,-74.0335519,3183,40.7162469,-74.0334588,Subscriber,1989,29,Male
26301,2018-04-14T20:14:08Z,2018-04-14,Apr,Sat,16,1691.67000007629s (~28.19 minutes),2018-04-14T20:42:19Z,3183,40.7162469,-74.0334588,3220,40.734961020009514,-74.0595030784607,Subscriber,1982,36,Male
26301,2018-04-19T00:39:00Z,2018-04-18,Apr,Wed,20,371.444000005722s (~6.19 minutes),2018-04-19T00:45:11Z,3220,40.734961020009514,-74.0595030784607,3207,40.7376037,-74.0524783,Subscriber,1979,39,Male
26301,2018-04-19T16:05:15Z,2018-04-19,Apr,Thu,12,323.973999977112s (~5.4 minutes),2018-04-19T16:10:39Z,3207,40.7376037,-74.0524783,3195,40.73074262530658,-74.06378388404846,Subscriber,1960,58,Male
26301,2018-04-19T23:47:27Z,2018-04-19,Apr,Thu,19,185.317999839783s (~3.09 minutes),2018-04-19T23:50:32Z,3195,40.73074262530658,-74.06378388404846,3194,40.7253399253558,-74.06762212514877,Subscriber,1972,46,Male
26301,2018-04-20T19:13:13Z,2018-04-20,Apr,Fri,15,203.09099984169s (~3.38 minutes),2018-04-20T19:16:36Z,3194,40.7253399253558,-74.06762212514877,3195,40.73074262530658,-74.06378388404846,Subscriber,1992,26,Male
26301,2018-04-20T23:59:32Z,2018-04-20,Apr,Fri,19,386.412000179291s (~6.44 minutes),2018-04-21T00:05:58Z,3195,40.73074262530658,-74.06378388404846,3280,40.71928220070702,-74.07126188278198,Subscriber,1985,33,Female
26301,2018-04-21T21:20:45Z,2018-04-21,Apr,Sat,17,531.789999961853s (~8.86 minutes),2018-04-21T21:29:37Z,3280,40.71928220070702,-74.07126188278198,3195,40.73074262530658,-74.06378388404846,Subscriber,1964,54,Male
26301,2018-04-22T00:41:17Z,2018-04-21,Apr,Sat,20,374.742000102997s (~6.25 minutes),2018-04-22T00:47:32Z,3195,40.73074262530658,-74.06378388404846,3280,40.71928220070702,-74.07126188278198,Subscriber,1988,30,Male
26301,2018-04-22T13:33:58Z,2018-04-22,Apr,Sun,9,203.273999929428s (~3.39 minutes),2018-04-22T13:37:21Z,3280,40.71928220070702,-74.07126188278198,3194,40.7253399253558,-74.06762212514877,Subscriber,1988,30,Male
26301,2018-04-22T13:42:45Z,2018-04-22,Apr,Sun,9,361.115999937057s (~6.02 minutes),2018-04-22T13:48:46Z,3194,40.7253399253558,-74.06762212514877,3185,40.7177325,-74.043845,Subscriber,1988,30,Male
26301,2018-04-22T17:07:24Z,2018-04-22,Apr,Sun,13,614.513000011444s (~10.24 minutes),2018-04-22T17:17:39Z,3185,40.7177325,-74.043845,3276,40.71458403535893,-74.04281705617905,Customer,1987,31,Female
26301,2018-04-22T18:36:17Z,2018-04-22,Apr,Sun,14,4668.96799993515s (~1.3 hours),2018-04-22T19:54:06Z,3276,40.71458403535893,-74.04281705617905,3186,40.71958611647166,-74.04311746358871,Subscriber,1986,32,Female
26301,2018-04-22T20:28:54Z,2018-04-22,Apr,Sun,16,1445.65499997139s (~24.09 minutes),2018-04-22T20:52:59Z,3186,40.71958611647166,-74.04311746358871,3184,40.7141454,-74.0335519,Customer,1969,49,Unknown
26301,2018-04-23T15:48:32Z,2018-04-23,Apr,Mon,11,1372.53500008583s (~22.88 minutes),2018-04-23T16:11:25Z,3184,40.7141454,-74.0335519,3184,40.7141454,-74.0335519,Subscriber,1981,37,Male
26301,2018-04-23T17:43:41Z,2018-04-23,Apr,Mon,13,989.380000114441s (~16.49 minutes),2018-04-23T18:00:10Z,3184,40.7141454,-74.0335519,3183,40.7162469,-74.0334588,Subscriber,1973,45,Male
26301,2018-04-23T21:37:46Z,2018-04-23,Apr,Mon,17,256.587000131607s (~4.28 minutes),2018-04-23T21:42:03Z,3183,40.7162469,-74.0334588,3275,40.71835519823214,-74.03891444206238,Subscriber,1986,32,Male
26301,2018-04-24T00:20:01Z,2018-04-23,Apr,Mon,20,162.042999982834s (~2.7 minutes),2018-04-24T00:22:43Z,3275,40.71835519823214,-74.03891444206238,3681,40.71517767732029,-74.03768330812454,Subscriber,1985,33,Female
26301,2018-04-24T03:07:17Z,2018-04-23,Apr,Mon,23,251.296999931335s (~4.19 minutes),2018-04-24T03:11:28Z,3183,40.7162469,-74.0334588,3276,40.71458403535893,-74.04281705617905,Subscriber,1994,24,Male
26301,2018-04-24T10:09:19Z,2018-04-24,Apr,Tue,6,167.332999944687s (~2.79 minutes),2018-04-24T10:12:06Z,3276,40.71458403535893,-74.04281705617905,3186,40.71958611647166,-74.04311746358871,Subscriber,1980,38,Male
26301,2018-04-24T12:08:54Z,2018-04-24,Apr,Tue,8,359.065999984741s (~5.98 minutes),2018-04-24T12:14:53Z,3203,40.727595966,-74.044247311,3186,40.71958611647166,-74.04311746358871,Subscriber,1978,40,Female
26301,2018-04-24T15:09:48Z,2018-04-24,Apr,Tue,11,272.967000007629s (~4.55 minutes),2018-04-24T15:14:21Z,3278,40.72568548362901,-74.04879033565521,3186,40.71958611647166,-74.04311746358871,Subscriber,1982,36,Female
26301,2018-04-24T22:58:52Z,2018-04-24,Apr,Tue,18,247.232000112534s (~4.12 minutes),2018-04-24T23:03:00Z,3186,40.71958611647166,-74.04311746358871,3279,40.721630142638354,-74.04996782541275,Subscriber,1986,32,Male
26301,2018-04-25T11:11:13Z,2018-04-25,Apr,Wed,7,175.907999992371s (~2.93 minutes),2018-04-25T11:14:09Z,3279,40.721630142638354,-74.04996782541275,3186,40.71958611647166,-74.04311746358871,Subscriber,1977,41,Female
26301,2018-04-25T23:43:05Z,2018-04-25,Apr,Wed,19,568.401000022888s (~9.47 minutes),2018-04-25T23:52:33Z,3275,40.71835519823214,-74.03891444206238,3199,40.7287448,-74.0321082,Subscriber,1986,32,Male
26301,2018-04-26T12:19:25Z,2018-04-26,Apr,Thu,8,111.661999940872s (~1.86 minutes),2018-04-26T12:21:16Z,3199,40.7287448,-74.0321082,3202,40.7272235,-74.0337589,Subscriber,1980,38,Female
26301,2018-04-26T15:07:25Z,2018-04-26,Apr,Thu,11,126.085000038147s (~2.1 minutes),2018-04-26T15:09:31Z,3202,40.7272235,-74.0337589,3199,40.7287448,-74.0321082,Subscriber,1986,32,Male
26301,2018-04-26T17:53:35Z,2018-04-26,Apr,Thu,13,102.90700006485s (~1.72 minutes),2018-04-26T17:55:17Z,3199,40.7287448,-74.0321082,3202,40.7272235,-74.0337589,Subscriber,1980,38,Female
26301,2018-04-26T21:25:09Z,2018-04-26,Apr,Thu,17,1910.58599996567s (~31.84 minutes),2018-04-26T21:57:00Z,3202,40.7272235,-74.0337589,3183,40.7162469,-74.0334588,Subscriber,1984,34,Female
26301,2018-04-26T22:11:40Z,2018-04-26,Apr,Thu,18,326.44000005722s (~5.44 minutes),2018-04-26T22:17:06Z,3183,40.7162469,-74.0334588,3276,40.71458403535893,-74.04281705617905,Subscriber,1988,30,Male
26301,2018-04-27T13:21:51Z,2018-04-27,Apr,Fri,9,591.217000007629s (~9.85 minutes),2018-04-27T13:31:42Z,3276,40.71458403535893,-74.04281705617905,3638,40.7242941,-74.0354826,Subscriber,1982,36,Male
26301,2018-05-08T02:21:06Z,2018-05-07,May,Mon,22,509.496999979019s (~8.49 minutes),2018-05-08T02:29:36Z,3195,40.73074262530658,-74.06378388404846,3280,40.71928220070702,-74.07126188278198,Subscriber,1953,65,Female
26301,2018-05-08T14:13:56Z,2018-05-08,May,Tue,10,479.852999925613s (~8 minutes),2018-05-08T14:21:56Z,3280,40.71928220070702,-74.07126188278198,3195,40.73074262530658,-74.06378388404846,Subscriber,1953,65,Female
26301,2018-05-08T21:56:41Z,2018-05-08,May,Tue,17,492.168999910355s (~8.2 minutes),2018-05-08T22:04:54Z,3195,40.73074262530658,-74.06378388404846,3193,40.7246050998869,-74.07840594649315,Subscriber,1984,34,Male
26301,2018-05-10T10:31:19Z,2018-05-10,May,Thu,6,479.339999914169s (~7.99 minutes),2018-05-10T10:39:19Z,3193,40.7246050998869,-74.07840594649315,3195,40.73074262530658,-74.06378388404846,Subscriber,1984,34,Male
26301,2018-05-10T22:03:14Z,2018-05-10,May,Thu,18,554.28200006485s (~9.24 minutes),2018-05-10T22:12:28Z,3195,40.73074262530658,-74.06378388404846,3210,40.742677141,-74.051788633,Subscriber,1984,34,Male
26301,2018-05-11T14:57:29Z,2018-05-11,May,Fri,10,282.668999910355s (~4.71 minutes),2018-05-11T15:02:12Z,3210,40.742677141,-74.051788633,3640,40.73367,-74.0625,Subscriber,1978,40,Male
26301,2018-05-11T21:58:45Z,2018-05-11,May,Fri,17,384.555999994278s (~6.41 minutes),2018-05-11T22:05:09Z,3640,40.73367,-74.0625,3212,40.734785818,-74.050443636,Subscriber,1986,32,Female
26301,2018-05-12T22:02:32Z,2018-05-12,May,Sat,18,1039.27400016785s (~17.32 minutes),2018-05-12T22:19:51Z,3212,40.734785818,-74.050443636,3187,40.7211236,-74.03805095,Customer,1996,22,Male
26301,2018-05-17T11:30:52Z,2018-05-17,May,Thu,7,334.59500002861s (~5.58 minutes),2018-05-17T11:36:26Z,3187,40.7211236,-74.03805095,3199,40.7287448,-74.0321082,Subscriber,1992,26,Female
26301,2018-05-18T02:32:56Z,2018-05-17,May,Thu,22,2933.80500006676s (~48.9 minutes),2018-05-18T03:21:50Z,3199,40.7287448,-74.0321082,3199,40.7287448,-74.0321082,Customer,1986,32,Male
26301,2018-05-18T21:43:35Z,2018-05-18,May,Fri,17,1641.5720000267s (~27.36 minutes),2018-05-18T22:10:56Z,3199,40.7287448,-74.0321082,3199,40.7287448,-74.0321082,Subscriber,1977,41,Female
26301,2018-05-20T15:10:31Z,2018-05-20,May,Sun,11,332.251999855042s (~5.54 minutes),2018-05-20T15:16:04Z,3199,40.7287448,-74.0321082,3638,40.7242941,-74.0354826,Subscriber,1994,24,Female
26301,2018-05-20T15:39:14Z,2018-05-20,May,Sun,11,222.753000020981s (~3.71 minutes),2018-05-20T15:42:57Z,3638,40.7242941,-74.0354826,3638,40.7242941,-74.0354826,Subscriber,1989,29,Female
26301,2018-05-20T15:51:39Z,2018-05-20,May,Sun,11,125.085999965668s (~2.08 minutes),2018-05-20T15:53:44Z,3638,40.7242941,-74.0354826,3202,40.7272235,-74.0337589,Subscriber,1989,29,Female
26301,2018-05-20T16:02:04Z,2018-05-20,May,Sun,12,381.202000141144s (~6.35 minutes),2018-05-20T16:08:26Z,3202,40.7272235,-74.0337589,3639,40.7192517,-74.034234,Subscriber,1949,69,Male
26301,2018-05-20T17:41:58Z,2018-05-20,May,Sun,13,705.102999925613s (~11.75 minutes),2018-05-20T17:53:43Z,3639,40.7192517,-74.034234,3209,40.7241765,-74.0506564,Customer,1992,26,Male
26301,2018-05-21T00:05:31Z,2018-05-20,May,Sun,20,505.138000011444s (~8.42 minutes),2018-05-21T00:13:57Z,3209,40.7241765,-74.0506564,3186,40.71958611647166,-74.04311746358871,Subscriber,1989,29,Male
26301,2018-05-21T00:25:21Z,2018-05-20,May,Sun,20,172.761999845505s (~2.88 minutes),2018-05-21T00:28:14Z,3186,40.71958611647166,-74.04311746358871,3213,40.71848892,-74.047726625,Subscriber,1962,56,Male
26301,2018-05-21T10:39:53Z,2018-05-21,May,Mon,6,123.416000127792s (~2.06 minutes),2018-05-21T10:41:57Z,3213,40.71848892,-74.047726625,3186,40.71958611647166,-74.04311746358871,Subscriber,1970,48,Male
26301,2018-05-23T12:53:31Z,2018-05-23,May,Wed,8,326.137000083923s (~5.44 minutes),2018-05-23T12:58:57Z,3276,40.71458403535893,-74.04281705617905,3183,40.7162469,-74.0334588,Subscriber,1987,31,Male
